transaction_id,amount,time_of_day,day_of_week,retry_count,customer_txn_history_count,customer_past_failure_rate,seconds_to_failure,merchant_category,payment_method,failure_category,error_code,card_network,issuing_bank,is_3ds_flow,card_age_months,retry_success,psp_app,time_since_app_switch,daily_limit_utilization
txn_004690,412.42,15,2,1,88,0.093,1.9,utilities,card,hard_decline,05,Mastercard,SBI,False,15.1,False,,,
txn_003746,4489.78,12,5,3,4,0.286,4.2,subscriptions,card,fraud_block,05,Visa,HDFC,False,7.1,False,,,
txn_001390,192.15,3,4,0,26,0.065,26.5,subscriptions,card,soft_decline,96,Visa,ICICI,False,19.4,True,,,
txn_004278,2572.3,20,3,1,54,0.158,23.2,food_delivery,upi,soft_decline,U28,,Kotak,,,True,GPay,6.9,0.055
txn_006502,5527.45,1,2,0,3,0.108,2.3,ecommerce,card,fraud_block,59,Rupay,ICICI,False,9.3,False,,,
txn_001058,3682.78,2,0,0,11,0.301,29.5,utilities,card,soft_decline,96,Mastercard,SBI,True,18.8,False,,,
txn_006704,949.47,0,2,3,12,0.354,69.0,utilities,upi,customer_dropoff,U30,,HDFC,,,False,PhonePe,3.2,0.22
txn_005845,1083.77,15,1,1,17,0.168,38.2,food_delivery,card,soft_decline,96,Visa,Axis,False,28.2,False,,,
txn_005409,2706.79,11,2,1,13,0.215,17.7,gaming,upi,soft_decline,BT,,SBI,,,True,PhonePe,2.5,0.585
txn_005308,419.94,18,2,0,2,0.263,51.3,gaming,card,soft_decline,96,Visa,IDFC First,False,33.4,True,,,
txn_006581,459.51,10,6,0,40,0.201,45.7,utilities,upi,soft_decline,BT,,PNB,,,False,PhonePe,9.1,0.153
txn_003764,686.99,8,2,0,7,0.542,3.0,utilities,card,hard_decline,61,Rupay,Kotak,False,8.5,False,,,
txn_006536,1282.22,3,0,2,5,0.331,29.1,gaming,upi,soft_decline,UT,,HDFC,,,False,GPay,7.8,0.167
txn_004286,719.26,0,4,0,41,0.093,46.2,travel,card,soft_decline,96,Visa,HDFC,False,39.2,False,,,
txn_002157,173.95,6,0,1,1,0.026,28.0,gaming,upi,soft_decline,Y1,,PNB,,,True,PhonePe,2.4,0.376
txn_000607,1680.49,16,0,0,1,0.259,5.2,gaming,upi,hard_decline,ZH,,Yes Bank,,,False,PhonePe,40.0,0.618
txn_000358,109.09,15,0,2,6,0.292,84.9,ecommerce,upi,customer_dropoff,,,HDFC,,,True,GPay,102.0,0.271
txn_005555,880.35,16,1,2,26,0.247,59.8,utilities,upi,customer_dropoff,,,Yes Bank,,,False,Paytm,91.5,0.35
txn_003053,1024.07,21,6,0,19,0.127,30.6,gaming,upi,soft_decline,U30,,HDFC,,,True,GPay,1.4,0.426
txn_007443,1132.75,23,6,0,5,0.219,7.1,utilities,card,hard_decline,54,Rupay,HDFC,False,46.9,False,,,
txn_004298,394.91,22,3,0,7,0.419,2.8,gaming,card,hard_decline,91,Rupay,Kotak,False,41.4,False,,,
txn_005758,26799.83,5,3,0,1,0.162,1.5,food_delivery,card,fraud_block,05,Mastercard,IDFC First,True,3.2,False,,,
txn_007385,619.23,12,0,1,13,0.078,41.7,subscriptions,upi,soft_decline,U28,,HDFC,,,True,GPay,2.8,0.469
txn_001181,909.61,23,3,0,11,0.189,0.3,gaming,upi,hard_decline,ZU,,HDFC,,,False,GPay,48.1,0.751
txn_005901,994.41,5,1,0,34,0.324,2.9,subscriptions,upi,hard_decline,ZH,,Kotak,,,False,PhonePe,10.8,0.444
txn_006884,727.01,20,1,0,48,0.271,69.6,food_delivery,card,customer_dropoff,,Visa,SBI,False,51.9,False,,,
txn_004991,249.14,13,5,1,8,0.175,8.9,gaming,card,hard_decline,14,Mastercard,HDFC,False,86.4,False,,,
txn_003178,347.09,20,0,0,23,0.438,59.9,subscriptions,card,customer_dropoff,,Visa,Axis,True,71.9,True,,,
txn_004818,780.96,12,1,1,10,0.125,78.0,utilities,upi,customer_dropoff,ZM,,ICICI,,,False,PhonePe,58.0,0.329
txn_000716,30692.28,0,2,0,1,0.142,10.7,food_delivery,card,fraud_block,59,Visa,Axis,False,3.8,False,,,
txn_004390,629.86,4,0,0,2,0.334,1.6,utilities,upi,fraud_block,ZU,,Kotak,,,False,GPay,35.5,0.393
txn_002755,504.04,21,6,0,1,0.131,33.1,food_delivery,card,soft_decline,96,Mastercard,SBI,False,27.5,True,,,
txn_005734,467.91,5,4,1,26,0.16,96.3,food_delivery,card,customer_dropoff,,Visa,HDFC,True,51.3,False,,,
txn_003956,1005.3,23,4,1,35,0.208,68.5,subscriptions,upi,customer_dropoff,U30,,Axis,,,True,Paytm,3.0,0.742
txn_006750,331.62,4,1,0,4,0.169,3.2,travel,upi,fraud_block,ZI,,Yes Bank,,,False,PhonePe,76.4,0.662
txn_000037,707.41,23,4,2,30,0.158,22.1,travel,upi,customer_dropoff,U30,,HDFC,,,True,GPay,48.7,0.651
txn_001432,570.46,20,0,0,15,0.11,2.1,gaming,card,hard_decline,51,Rupay,IDFC First,False,21.0,True,,,
txn_001384,3333.81,4,2,1,15,0.132,3.8,gaming,upi,hard_decline,Z9,,Yes Bank,,,False,Paytm,19.2,0.533
txn_004692,463.37,0,6,0,13,0.365,14.9,gaming,upi,hard_decline,ZM,,PNB,,,False,PhonePe,17.3,0.604
txn_000068,1002.62,0,2,1,22,0.296,13.5,food_delivery,card,hard_decline,51,Visa,ICICI,False,30.3,False,,,
txn_007328,2776.77,23,4,1,5,0.108,13.1,food_delivery,upi,fraud_block,ZU,,Kotak,,,False,PhonePe,32.0,0.506
txn_000984,313.12,22,6,1,9,0.123,30.1,travel,upi,soft_decline,XY,,PNB,,,True,PhonePe,4.9,0.263
txn_007962,1392.63,1,1,0,5,0.099,2.7,ecommerce,card,hard_decline,54,Visa,IDFC First,False,45.6,False,,,
txn_002867,2773.25,9,1,1,10,0.133,6.9,ecommerce,upi,hard_decline,ZU,,Kotak,,,False,GPay,6.8,0.798
txn_006368,1199.32,12,3,0,63,0.166,26.5,food_delivery,upi,soft_decline,U67,,PNB,,,False,PhonePe,9.9,0.399
txn_007029,2241.1,10,6,0,25,0.373,16.6,utilities,card,hard_decline,51,Rupay,Axis,False,26.4,False,,,
txn_001409,1384.14,7,3,1,70,0.152,83.6,utilities,upi,soft_decline,Y1,,SBI,,,True,PhonePe,19.9,0.248
txn_002356,1410.1,22,3,0,1,0.276,1.0,subscriptions,upi,fraud_block,ZI,,Yes Bank,,,False,GPay,14.3,0.482
txn_005380,640.69,6,6,0,19,0.147,0.3,gaming,card,hard_decline,54,Visa,IDFC First,False,30.3,False,,,
txn_006331,1443.43,21,1,3,24,0.202,69.9,utilities,upi,customer_dropoff,U68,,SBI,,,False,GPay,59.5,0.194
txn_006554,1769.65,2,5,0,2,0.093,12.6,subscriptions,card,fraud_block,59,Visa,SBI,True,13.0,False,,,
txn_000639,29.02,12,6,0,5,0.2,1.3,ecommerce,card,hard_decline,51,Mastercard,IDFC First,False,39.3,False,,,
txn_002016,125.08,12,6,1,11,0.089,105.7,subscriptions,card,customer_dropoff,,Visa,IDFC First,True,73.9,False,,,
txn_001914,1680.67,23,5,1,18,0.196,32.1,subscriptions,card,soft_decline,96,Visa,IDFC First,True,44.0,True,,,
txn_000647,46.43,17,1,1,10,0.21,29.8,ecommerce,card,soft_decline,96,Mastercard,Axis,False,22.4,True,,,
txn_006117,1156.77,7,5,0,66,0.455,129.3,gaming,upi,customer_dropoff,U30,,Yes Bank,,,False,GPay,158.9,0.521
txn_000567,4061.05,7,0,0,3,0.266,13.7,utilities,card,fraud_block,59,Mastercard,Axis,True,9.0,False,,,
txn_004548,309.66,6,4,1,13,0.455,41.7,subscriptions,upi,soft_decline,Y1,,HDFC,,,False,PhonePe,2.5,0.453
txn_005622,9337.64,4,6,0,1,0.098,1.9,food_delivery,upi,fraud_block,59,,PNB,,,False,PhonePe,7.9,0.393
txn_003934,364.06,5,5,2,8,0.087,50.1,food_delivery,upi,customer_dropoff,,,ICICI,,,False,GPay,146.2,0.158
txn_006774,420.41,9,4,0,10,0.045,5.9,travel,upi,hard_decline,ZU,,Axis,,,False,PhonePe,8.1,0.863
txn_007040,3306.65,0,6,1,1,0.238,0.8,travel,card,fraud_block,05,Mastercard,ICICI,True,9.9,False,,,
txn_001722,743.74,23,4,0,14,0.207,3.2,gaming,upi,hard_decline,Z8,,Kotak,,,False,Paytm,20.3,0.921
txn_002291,1630.49,7,3,1,8,0.326,70.4,travel,upi,soft_decline,U30,,Yes Bank,,,True,Paytm,1.0,0.462
txn_007597,2917.05,15,0,1,1,0.076,40.4,subscriptions,card,customer_dropoff,,Mastercard,IDFC First,True,32.2,False,,,
txn_004373,572.53,14,3,0,10,0.025,1.0,ecommerce,card,hard_decline,54,Visa,ICICI,False,75.8,False,,,
txn_000939,3620.92,15,2,2,16,0.136,157.2,food_delivery,upi,customer_dropoff,UT,,HDFC,,,False,Paytm,213.0,0.26
txn_003477,3225.12,3,2,2,5,0.253,67.9,ecommerce,upi,customer_dropoff,,,Axis,,,False,Paytm,83.0,0.133
txn_005113,3537.41,21,2,1,2,0.241,17.7,utilities,upi,customer_dropoff,U30,,HDFC,,,True,PhonePe,91.7,0.154
txn_005553,607.88,0,2,0,14,0.022,95.3,ecommerce,upi,customer_dropoff,,,SBI,,,True,GPay,9.4,0.569
txn_006302,176.04,14,5,0,6,0.327,71.2,utilities,card,customer_dropoff,,Visa,ICICI,True,62.4,True,,,
txn_004953,297.67,23,6,0,3,0.071,57.2,food_delivery,upi,customer_dropoff,ZM,,ICICI,,,False,GPay,157.4,0.559
txn_003240,275.69,23,6,0,10,0.281,1.9,utilities,card,hard_decline,05,Visa,ICICI,False,33.3,False,,,
txn_006440,674.78,9,1,0,15,0.054,2.3,travel,card,hard_decline,05,Visa,Axis,False,65.7,False,,,
txn_005592,302.24,20,1,1,20,0.324,31.6,utilities,upi,customer_dropoff,,,PNB,,,True,GPay,69.2,0.417
txn_005527,504.01,7,4,0,41,0.168,39.5,gaming,card,soft_decline,91,Visa,Kotak,False,66.2,True,,,
txn_002414,3194.87,2,5,0,4,0.221,2.2,subscriptions,card,fraud_block,05,Visa,ICICI,True,8.7,False,,,
txn_003112,441.2,20,6,0,14,0.091,34.4,gaming,upi,soft_decline,BT,,Kotak,,,True,other,10.7,0.769
txn_007664,7486.11,6,6,0,24,0.096,17.0,subscriptions,upi,soft_decline,BT,,SBI,,,False,GPay,23.4,0.308
txn_003932,591.31,22,0,0,34,0.098,52.3,utilities,card,soft_decline,91,Rupay,Axis,False,37.6,True,,,
txn_004458,147.81,20,2,0,10,0.358,38.2,travel,upi,customer_dropoff,U30,,PNB,,,True,GPay,32.9,0.644
txn_007954,434.73,19,2,0,8,0.393,3.3,subscriptions,card,hard_decline,14,Mastercard,IDFC First,True,55.1,False,,,
txn_001421,700.35,9,5,2,42,0.231,144.6,utilities,upi,customer_dropoff,,,Yes Bank,,,False,Paytm,128.4,0.482
txn_005673,536.16,8,6,0,14,0.09,20.9,utilities,card,customer_dropoff,,Visa,HDFC,True,72.9,True,,,
txn_005876,622.88,8,5,0,32,0.271,11.7,gaming,card,hard_decline,05,Mastercard,ICICI,False,46.3,False,,,
txn_000402,803.29,19,1,0,12,0.18,0.8,ecommerce,card,hard_decline,51,Visa,Kotak,False,57.5,False,,,
txn_007920,643.88,0,3,0,46,0.337,31.8,gaming,upi,soft_decline,BT,,SBI,,,True,PhonePe,24.9,0.057
txn_003318,3851.38,5,6,0,54,0.245,1.4,utilities,card,hard_decline,05,Visa,Kotak,False,26.5,False,,,
txn_006494,112.83,5,2,1,2,0.157,7.6,gaming,card,hard_decline,14,Rupay,Axis,False,6.0,False,,,
txn_002839,19356.28,16,0,1,42,0.047,43.4,gaming,upi,soft_decline,XY,,PNB,,,True,PhonePe,7.3,0.249
txn_000260,4667.72,21,4,0,21,0.19,36.7,travel,card,soft_decline,91,Visa,HDFC,True,47.0,True,,,
txn_002593,323.95,18,5,0,9,0.255,115.8,utilities,card,customer_dropoff,91,Visa,HDFC,True,34.3,False,,,
txn_000584,1748.76,16,0,0,4,0.194,0.3,travel,card,fraud_block,59,Rupay,SBI,True,8.5,False,,,
txn_005951,1245.95,5,0,0,6,0.166,13.8,food_delivery,upi,hard_decline,Z9,,HDFC,,,False,PhonePe,66.2,0.636
txn_004395,727.26,13,0,0,1,0.044,2.0,ecommerce,upi,hard_decline,Z9,,ICICI,,,False,PhonePe,5.9,0.793
txn_005400,1050.7,19,4,0,17,0.207,74.1,travel,upi,customer_dropoff,,,Yes Bank,,,True,Paytm,10.4,0.589
txn_004873,1473.27,22,1,1,54,0.497,76.7,food_delivery,card,customer_dropoff,91,Visa,Axis,True,34.1,False,,,
txn_007203,7073.79,16,1,0,54,0.113,38.5,subscriptions,upi,soft_decline,UT,,Kotak,,,True,GPay,6.6,0.494
txn_002766,378.76,10,1,0,36,0.173,1.0,travel,card,hard_decline,05,Visa,Axis,False,92.3,False,,,
txn_002097,141.89,23,2,1,36,0.314,0.4,utilities,card,hard_decline,61,Visa,ICICI,True,37.7,False,,,
txn_006617,788.43,13,6,0,20,0.386,1.5,gaming,card,hard_decline,05,Visa,IDFC First,False,55.6,False,,,
txn_003851,247.9,11,1,1,9,0.068,1.5,travel,card,hard_decline,14,Mastercard,Axis,True,16.8,False,,,
txn_006406,231.2,16,0,1,43,0.375,20.7,food_delivery,upi,soft_decline,U28,,Kotak,,,True,PhonePe,1.0,0.447
txn_007301,581.06,6,0,1,9,0.595,3.5,gaming,card,hard_decline,51,Mastercard,Kotak,False,50.6,False,,,
txn_001163,529.47,2,3,0,7,0.02,43.3,subscriptions,upi,soft_decline,XY,,Axis,,,True,Paytm,10.3,0.472
txn_004151,3752.96,12,6,0,10,0.146,30.9,food_delivery,upi,soft_decline,U67,,PNB,,,False,GPay,0.5,0.375
txn_006664,214.5,6,4,0,7,0.129,44.6,travel,upi,customer_dropoff,ZM,,Axis,,,False,GPay,591.5,0.496
txn_001900,2286.58,20,5,0,8,0.242,94.9,ecommerce,upi,customer_dropoff,ZM,,Yes Bank,,,True,other,18.4,0.618
txn_002962,818.0,21,3,0,1,0.3,29.3,utilities,card,soft_decline,96,Visa,ICICI,False,23.9,False,,,
txn_003771,397.58,2,6,1,1,0.182,49.0,utilities,card,customer_dropoff,91,Rupay,IDFC First,True,28.8,False,,,
txn_002843,84.77,22,3,1,35,0.131,63.0,food_delivery,upi,customer_dropoff,ZM,,PNB,,,False,PhonePe,159.8,0.524
txn_007683,1447.99,23,3,0,25,0.281,7.8,ecommerce,card,hard_decline,54,Visa,Axis,False,50.9,False,,,
txn_001716,1176.19,13,6,1,41,0.189,0.4,food_delivery,card,hard_decline,14,Visa,HDFC,True,20.8,False,,,
txn_004660,1703.75,6,5,1,28,0.163,7.7,travel,upi,hard_decline,ZM,,Kotak,,,False,PhonePe,39.2,0.85
txn_007225,1026.24,5,4,2,7,0.326,42.3,ecommerce,upi,soft_decline,U68,,Yes Bank,,,False,GPay,2.2,0.754
txn_005717,463.87,1,0,1,6,0.076,41.5,travel,upi,customer_dropoff,ZM,,Axis,,,False,PhonePe,75.0,0.248
txn_000879,791.25,21,2,1,29,0.113,177.2,food_delivery,upi,customer_dropoff,UT,,Axis,,,True,GPay,30.1,0.745
txn_002977,1515.13,12,1,3,59,0.407,4.2,gaming,upi,hard_decline,ZU,,ICICI,,,False,Paytm,1.1,0.664
txn_004254,1575.61,14,6,0,30,0.299,7.1,travel,upi,hard_decline,ZM,,ICICI,,,False,PhonePe,15.5,0.779
txn_001491,996.47,11,5,1,23,0.236,2.2,gaming,card,hard_decline,61,Mastercard,IDFC First,False,9.7,False,,,
txn_001869,78.26,1,1,0,84,0.287,29.8,subscriptions,upi,soft_decline,U67,,Yes Bank,,,True,Paytm,3.1,0.384
txn_000114,257.95,16,2,0,1,0.113,107.0,ecommerce,card,customer_dropoff,91,Mastercard,ICICI,True,26.0,False,,,
txn_000121,231.96,6,4,1,37,0.307,52.4,food_delivery,upi,soft_decline,U28,,HDFC,,,True,PhonePe,14.9,0.239
